采集时间,水温,pH,溶解氧,电导率,浊度,高锰酸盐指数,氨氮,总磷,总氮
2019-11-06 16:00:00,16.268,8.192,7.13,218.459,1.222,0.61,0.06,0.009,0.314
2019-11-06 20:00:00,16.303,8.222,7.487,217.576,1.207,0.61,0.0,0.011,0.339
2019-11-08 00:00:00,16.223,7.955,6.658,218.911,1.136,2.3,0.08,0.016,0.331
2019-11-08 04:00:00,16.064,7.919,6.645,219.233,1.087,2.18,0.1,0.015,0.323
2019-11-08 08:00:00,15.934,7.914,6.603,219.739,1.317,1.84,0.1,0.016,0.399
2019-11-08 12:00:00,16.01,7.939,6.556,218.788,1.312,2.38,0.09,0.022,0.326
2019-11-08 16:00:00,16.666,8.266,7.669,218.444,1.959,2.06,0.08,0.026,0.367
2019-11-08 20:00:00,16.362,8.062,8.099,218.595,1.544,1.91,0.03,0.024,0.318
2019-11-09 00:00:00,16.236,8.011,7.842,220.017,1.45,2.16,0.1,0.023,0.334
2019-11-09 04:00:00,16.089,7.999,7.622,220.334,1.114,2.04,0.09,0.024,0.391
2019-11-09 08:00:00,15.965,8.032,7.633,220.582,1.265,1.92,0.08,0.022,0.379
2019-11-09 12:00:00,16.067,8.043,7.764,220.051,1.253,1.88,0.04,0.0,0.0
2019-11-09 16:00:00,16.316,8.026,8.026,219.019,1.257,1.2,0.08,0.021,0.331
2019-11-09 20:00:00,16.223,8.031,7.899,219.501,1.199,1.69,0.09,0.023,0.328
2019-11-10 00:00:00,16.108,8.017,8.01,219.521,1.207,2.15,0.06,0.026,0.335
2019-11-10 04:00:00,15.984,8.033,8.06,218.549,1.106,1.98,0.05,0.025,0.348
2019-11-10 08:00:00,15.918,8.044,8.041,218.447,1.033,1.8,0.08,0.02,0.353
2019-11-10 12:00:00,15.93,8.02,7.861,218.883,0.994,1.94,0.06,0.023,0.333
2019-11-10 16:00:00,15.947,8.028,7.808,218.825,1.047,1.67,0.05,0.025,0.346
2019-11-10 20:00:00,15.943,8.04,7.784,219.483,0.958,2.12,0.04,0.0,0.0
2019-11-11 00:00:00,15.908,8.047,7.676,220.276,1.026,1.92,0.04,0.0,0.0
2019-11-11 04:00:00,15.875,8.049,7.622,220.346,0.974,1.98,0.05,0.0,0.0
2019-11-11 09:00:00,15.918,8.058,7.903,172.902,3.848,2.0,0.0,0.024,0.404
2019-11-11 12:00:00,15.888,8.046,7.518,221.297,0.954,1.73,0.03,0.023,0.338
2019-11-11 16:00:00,16.082,7.991,7.807,220.183,0.946,1.69,0.06,0.024,0.345
2019-11-11 20:00:00,16.165,8.036,7.955,219.757,0.966,0.94,0.03,0.024,0.332
2019-11-12 00:00:00,16.154,8.048,7.795,220.597,0.943,1.43,0.05,0.022,0.341
2019-11-12 04:00:00,16.08,8.028,7.504,222.06,0.987,2.18,0.03,0.022,0.327
2019-11-12 08:00:00,15.958,8.028,7.42,221.91,1.236,1.89,0.04,0.023,0.337
2019-11-12 12:00:00,16.025,8.033,7.675,220.611,1.037,0.91,0.07,0.022,0.328
2019-11-12 16:00:00,16.308,7.988,8.127,218.901,1.299,1.92,0.09,0.022,0.322
2019-11-12 20:00:00,16.321,8.002,8.203,219.07,1.152,1.95,0.11,0.024,0.331
2019-11-13 00:00:00,16.213,7.995,7.914,220.222,1.033,0.94,0.13,0.022,0.317
2019-11-13 04:00:00,16.104,7.966,7.584,221.383,1.042,1.68,0.08,0.023,0.36
2019-11-13 08:00:00,15.959,8.003,7.693,220.577,0.971,2.0,0.09,0.023,0.397
2019-11-13 12:00:00,15.923,7.982,7.594,220.873,0.958,1.9,0.08,0.022,0.332
2019-11-13 16:00:00,16.014,8.014,7.637,220.248,1.12,2.0,0.06,0.024,0.319
2019-11-13 20:00:00,16.017,8.03,8.066,219.339,1.095,1.66,0.05,0.024,0.326
2019-11-14 00:00:00,15.959,8.041,7.991,220.633,0.949,2.21,0.05,0.024,0.341
2019-11-14 04:00:00,15.86,8.04,7.876,221.022,1.048,1.87,0.07,0.024,0.353
2019-11-14 08:00:00,15.739,8.071,7.991,220.685,1.262,1.97,0.08,0.021,0.369
2019-11-14 12:00:00,15.829,8.054,8.033,220.355,1.129,0.45,0.09,0.02,0.38
2019-11-14 16:00:00,16.099,7.997,8.006,219.404,1.187,1.89,0.08,0.021,0.353
2019-11-14 20:00:00,16.083,8.01,8.276,219.529,1.115,1.97,0.11,0.0,0.0
2019-11-16 00:00:00,15.902,7.769,8.016,219.737,1.138,1.68,0.04,0.024,0.34
2019-11-16 04:00:00,15.8,7.866,7.851,220.443,1.1,1.99,0.09,0.025,0.388
2019-11-16 08:00:00,15.702,7.937,7.738,220.503,1.067,1.83,0.09,0.023,0.366
2019-11-16 12:00:00,15.755,7.96,7.927,220.236,1.095,1.89,0.06,0.023,0.337
2019-11-16 16:00:00,15.973,7.891,8.009,219.621,1.229,1.09,0.08,0.022,0.312
2019-11-16 20:00:00,16.17,7.92,8.075,219.884,1.19,2.03,0.07,0.023,0.327
2019-11-17 00:00:00,16.109,7.967,8.097,219.901,1.095,1.76,0.09,0.0,0.0
2019-11-17 04:00:00,15.947,8.003,8.303,219.006,1.011,1.89,0.11,0.0,0.0
2019-11-17 08:00:00,15.811,8.051,8.323,218.832,1.055,1.94,0.1,0.0,0.0
2019-11-17 12:00:00,15.828,8.031,8.197,219.13,1.093,1.87,0.05,0.0,0.0
2019-11-17 16:00:00,16.201,8.046,8.253,159.722,2.529,1.7,0.13,0.023,0.398
2019-11-17 20:00:00,16.129,8.004,8.47,219.405,1.14,2.15,0.05,0.023,0.314
2019-11-18 00:00:00,16.052,8.006,8.37,219.145,1.094,1.92,0.09,0.022,0.343
2019-11-18 04:00:00,15.897,7.999,8.264,219.637,1.274,1.91,0.1,0.022,0.361
2019-11-18 08:00:00,15.8,8.003,7.891,219.944,1.059,1.94,0.11,0.023,0.342
2019-11-18 12:00:00,15.796,7.997,7.919,219.938,1.089,2.01,0.09,0.023,0.312
2019-11-18 16:00:00,15.868,7.943,7.937,219.773,1.124,1.89,0.09,0.021,0.334
2019-11-18 20:00:00,15.818,8.002,7.95,219.217,1.178,1.93,0.09,0.023,0.347
2019-11-19 00:00:00,15.728,8.003,8.022,220.362,1.055,2.12,0.06,0.024,0.343
2019-11-19 04:00:00,15.574,8.031,7.894,220.407,1.1,1.08,0.07,0.023,0.338
2019-11-19 08:00:00,15.472,8.074,7.726,220.581,1.121,1.91,0.08,0.024,0.284
2019-11-19 12:00:00,15.563,8.075,7.715,220.472,1.026,1.85,0.02,0.021,0.319
2019-11-19 16:00:00,15.774,8.013,8.119,219.542,1.121,1.37,0.06,0.023,0.315
2019-11-19 20:00:00,15.773,8.059,8.256,218.87,1.091,2.1,0.04,0.023,0.338
2019-11-20 00:00:00,15.657,8.063,8.031,219.835,1.179,1.95,0.05,0.023,0.33
2019-11-20 04:00:00,15.464,8.067,8.067,219.913,1.122,1.95,0.08,0.023,0.307
2019-11-20 08:00:00,15.339,8.102,8.072,219.789,1.076,0.94,0.03,0.023,0.354
2019-11-20 12:00:00,15.404,8.104,7.81,219.661,1.198,1.76,0.05,0.021,0.329
2019-11-20 16:00:00,15.688,8.052,8.233,218.525,1.173,1.97,0.12,0.022,0.333
2019-11-20 20:00:00,15.732,8.084,8.203,219.058,1.19,1.33,0.09,0.024,0.324
2019-11-21 00:00:00,15.643,8.091,8.029,220.144,1.09,1.52,0.07,0.022,0.321
2019-11-21 04:00:00,15.507,8.091,8.147,220.382,1.155,1.92,0.01,0.024,0.335
2019-11-21 08:00:00,15.367,8.107,7.631,220.483,1.241,1.99,0.07,0.022,0.33
2019-11-21 12:00:00,15.416,8.092,7.732,220.534,1.191,1.68,0.05,0.023,0.325
2019-11-21 16:00:00,15.61,8.049,7.903,218.954,1.246,1.94,0.09,0.022,0.346
2019-11-21 20:00:00,15.649,8.104,8.329,218.239,1.19,1.85,0.05,0.023,0.371
2019-11-22 00:00:00,15.56,8.116,8.345,219.769,1.122,1.89,0.06,0.023,0.335
2019-11-22 04:00:00,15.438,8.112,7.947,220.817,1.158,0.94,0.04,0.022,0.323
2019-11-22 08:00:00,15.294,8.138,7.825,220.667,1.172,1.89,0.06,0.024,0.31
2019-11-22 12:00:00,15.339,8.137,7.804,220.253,1.126,1.04,0.07,0.022,0.356
2019-11-22 16:00:00,15.547,8.074,7.982,219.398,1.118,1.83,0.06,0.023,0.341
2019-11-22 20:00:00,15.499,8.102,8.0,219.228,1.144,1.62,0.06,0.023,0.334
2019-11-23 00:00:00,15.379,8.086,7.975,220.798,1.168,2.21,0.05,0.024,0.339
2019-11-23 04:00:00,15.25,8.079,7.636,221.53,1.147,2.01,0.06,0.026,0.352
2019-11-23 08:00:00,15.12,8.097,7.552,221.45,1.111,1.84,0.04,0.023,0.328
2019-11-23 12:00:00,15.181,8.102,7.487,221.089,1.133,1.94,0.03,0.022,0.347
2019-11-23 16:00:00,15.392,8.032,8.729,219.674,1.453,1.99,0.04,0.026,0.33
2019-11-23 20:00:00,15.415,8.096,8.906,218.846,1.439,0.97,0.07,0.024,0.348
2019-11-24 00:00:00,15.374,8.093,8.596,220.521,1.395,1.45,0.04,0.024,0.355
2019-11-24 04:00:00,15.277,8.087,8.418,221.304,1.256,1.94,0.09,0.023,0.317
2019-11-24 08:00:00,15.149,8.106,8.45,221.244,1.101,1.94,0.08,0.022,0.327
2019-11-24 12:00:00,15.168,8.096,8.339,221.352,1.268,2.01,0.06,0.023,0.309
2019-11-24 16:00:00,15.232,8.114,8.561,220.361,1.237,1.91,0.1,0.023,0.322
2019-11-24 20:00:00,15.215,8.148,8.809,219.798,1.165,1.29,0.06,0.021,0.324
2019-11-25 00:00:00,15.156,8.135,8.547,220.717,1.141,1.8,0.04,0.024,0.329
2019-11-25 04:00:00,15.082,8.108,8.311,221.478,1.149,2.01,0.07,0.022,0.346
2019-11-25 08:00:00,15.007,8.106,8.157,221.528,1.071,2.1,0.07,0.024,0.352
2019-11-25 12:00:00,15.002,8.096,8.169,221.439,1.006,1.98,0.08,0.021,0.348
2019-11-25 16:00:00,15.099,8.044,8.317,220.47,1.071,1.94,0.04,0.022,0.317
2019-11-25 20:00:00,15.09,8.101,8.566,220.005,1.031,1.94,0.04,0.024,0.337
2019-11-26 00:00:00,14.99,8.121,8.566,220.787,1.1,2.06,0.06,0.022,0.342
2019-11-26 04:00:00,14.832,8.132,8.338,221.088,1.028,0.6,0.06,0.023,0.333
2019-11-26 08:00:00,14.655,8.144,8.098,221.538,0.982,1.46,0.05,0.023,0.348
2019-11-26 12:00:00,14.731,8.135,8.143,221.29,1.081,2.0,0.05,0.023,0.339
2019-11-26 16:00:00,15.048,8.089,8.561,220.628,1.492,1.88,0.04,0.024,0.315
2019-11-26 20:00:00,15.05,8.118,8.316,220.645,1.442,1.04,0.01,0.024,0.342
2019-11-27 00:00:00,14.88,8.116,8.205,220.961,2.234,2.03,0.02,0.025,0.3
2019-11-27 04:00:00,14.698,8.101,8.261,221.167,2.293,1.98,0.05,0.023,0.312
2019-11-27 08:00:00,14.528,8.122,8.268,221.347,1.692,0.88,0.06,0.025,0.331
2019-11-27 12:00:00,14.648,8.117,8.017,221.311,1.286,1.98,0.08,0.023,0.327
2019-11-27 16:00:00,15.061,8.05,8.334,220.196,1.148,1.34,0.04,0.023,0.356
2019-11-27 20:00:00,15.079,8.106,8.773,218.921,0.996,1.3,0.07,0.023,0.358
2019-11-28 00:00:00,15.037,8.121,8.672,220.346,1.074,1.91,0.05,0.022,0.341
2019-11-28 04:00:00,14.858,8.109,8.195,221.419,0.915,0.54,0.05,0.022,0.321
2019-11-28 08:00:00,14.648,8.145,8.104,221.299,1.062,2.01,0.04,0.023,0.362
2019-11-28 12:00:00,14.742,8.141,8.214,221.248,1.066,1.66,0.04,0.021,0.339
2019-11-28 16:00:00,15.015,8.069,8.846,220.458,2.045,2.01,0.05,0.023,0.346
2019-11-28 20:00:00,15.044,8.059,8.52,220.774,7.037,1.12,0.04,0.039,0.148
2019-11-29 00:00:00,14.821,8.051,8.562,221.0,5.371,1.19,0.09,0.034,0.216
2019-11-29 04:00:00,14.66,8.075,8.609,221.089,2.813,2.01,0.07,0.027,0.308
2019-11-29 08:00:00,14.406,8.09,8.482,221.763,2.077,1.8,0.0,0.024,0.31
2019-11-29 12:00:00,14.394,8.064,8.273,222.335,2.429,2.03,0.06,0.026,0.334
2019-11-29 16:00:00,14.657,7.978,8.421,221.65,2.2,2.01,0.1,0.026,0.318
2019-11-29 20:00:00,14.603,7.986,8.216,221.617,2.028,1.89,0.08,0.025,0.338
2019-11-30 00:00:00,14.346,8.05,8.5,221.28,2.005,2.04,0.04,0.025,0.333
2019-11-30 04:00:00,14.211,8.086,8.444,221.644,1.634,2.04,0.04,0.025,0.387
2019-11-30 08:00:00,14.052,8.113,8.301,221.826,1.31,1.95,0.02,0.023,0.347
2019-11-30 12:00:00,14.174,8.104,8.511,221.941,1.128,2.02,0.03,0.022,0.294
2019-11-30 16:00:00,14.462,8.015,8.446,221.601,10.358,1.19,0.08,0.044,0.146
2019-11-30 20:00:00,14.287,8.025,8.278,221.448,9.631,2.27,0.04,0.043,0.085
2019-12-01 00:00:00,14.097,8.068,8.425,221.626,4.977,2.04,0.07,0.029,0.226
2019-12-01 04:00:00,13.867,8.091,8.354,221.892,2.852,2.01,0.04,0.026,0.316
2019-12-01 08:00:00,13.799,8.131,8.067,222.286,1.784,2.07,0.03,0.024,0.387
2019-12-01 12:00:00,13.975,8.135,8.209,222.338,1.349,1.99,0.0,0.024,0.356
2019-12-01 16:00:00,14.327,8.09,8.206,222.051,1.331,0.0,0.03,0.021,0.338
2019-12-01 20:00:00,14.319,8.088,8.131,222.301,1.423,0.0,0.03,0.022,0.352
2019-12-02 00:00:00,14.108,8.101,8.209,222.396,1.434,0.0,0.02,0.022,0.304
2019-12-02 04:00:00,13.931,8.135,8.08,222.529,1.266,0.0,0.02,0.024,0.35
2019-12-02 08:00:00,13.759,8.162,8.058,222.495,1.266,1.68,0.06,0.024,0.319
2019-12-02 12:00:00,13.867,8.161,8.132,222.137,1.098,2.24,0.04,0.024,0.367
2019-12-02 16:00:00,14.193,8.11,8.227,221.809,1.348,2.01,0.07,0.021,0.333
2019-12-02 20:00:00,14.166,8.127,8.295,222.453,1.128,1.98,0.02,0.024,0.341
2019-12-03 00:00:00,14.001,8.143,8.225,223.313,1.109,1.98,0.07,0.023,0.333
2019-12-03 04:00:00,13.803,8.147,8.074,223.714,1.237,2.0,0.06,0.025,0.349
2019-12-03 08:00:00,13.653,8.183,8.207,223.172,1.081,2.02,0.03,0.022,0.35
2019-12-03 12:00:00,13.784,8.181,8.204,222.607,1.092,2.14,0.05,0.022,0.396
2019-12-03 16:00:00,14.092,8.12,8.2,222.52,1.041,2.02,0.03,0.022,0.418
2019-12-03 20:00:00,14.07,8.126,8.005,223.886,0.948,2.01,0.04,0.023,0.339
2019-12-04 00:00:00,13.921,8.115,7.864,225.005,1.291,1.91,0.05,0.023,0.296
2019-12-04 04:00:00,13.787,8.124,8.136,224.364,1.183,1.29,0.05,0.025,0.312
2019-12-04 08:00:00,13.62,8.16,8.129,223.39,1.231,1.78,0.05,0.024,0.33
2019-12-04 12:00:00,13.733,8.152,8.191,222.987,1.19,1.13,0.04,0.024,0.322
2019-12-04 16:00:00,13.927,8.121,8.136,222.625,1.195,1.97,0.04,0.023,0.396
2019-12-04 20:00:00,13.829,8.154,8.336,223.559,1.112,1.18,0.02,0.024,0.344
2019-12-05 00:00:00,13.684,8.143,7.828,224.675,1.025,1.84,0.02,0.023,0.344
2019-12-05 04:00:00,13.547,8.156,8.003,223.893,1.095,2.01,0.03,0.023,0.389
2019-12-05 08:00:00,13.365,8.182,7.938,223.451,1.036,2.0,0.02,0.023,0.351
2019-12-05 12:00:00,13.497,8.187,8.09,222.905,1.039,1.94,0.03,0.008,0.378
2019-12-05 16:00:00,13.922,7.782,7.546,223.069,1.856,1.92,0.05,0.028,0.353
2019-12-05 20:00:00,13.964,7.742,7.603,223.241,1.281,1.91,0.07,0.025,0.405
2019-12-06 00:00:00,13.621,7.974,7.725,223.748,1.239,1.9,0.0,0.024,0.389
2019-12-06 04:00:00,13.362,8.088,7.556,223.628,1.065,1.89,0.06,0.02,0.377
2019-12-06 08:00:00,13.226,8.126,7.681,223.977,1.277,0.96,0.07,0.02,0.375
2019-12-06 12:00:00,13.466,7.95,7.808,223.226,1.211,1.65,0.06,0.025,0.395
2019-12-06 16:00:00,13.727,7.908,7.63,222.94,1.212,0.11,0.06,0.024,0.392
2019-12-06 20:00:00,13.688,7.939,7.555,222.857,1.1,1.71,0.03,0.023,0.426
2019-12-07 00:00:00,13.46,7.936,7.743,222.877,1.088,2.11,0.05,0.025,0.386
2019-12-07 04:00:00,13.301,7.954,7.62,222.626,0.934,1.85,0.1,0.025,0.378
2019-12-07 08:00:00,13.209,7.95,7.721,223.201,1.336,1.89,0.06,0.023,0.431
2019-12-07 12:00:00,13.332,7.934,7.626,223.136,1.231,1.8,0.11,0.023,0.369
2019-12-07 16:00:00,13.626,7.879,7.79,222.526,1.152,1.44,0.07,0.023,0.367
2019-12-07 20:00:00,13.555,7.904,7.769,222.6,1.096,1.69,0.09,0.023,0.393
2019-12-08 00:00:00,13.333,7.933,7.766,222.656,0.988,2.16,0.1,0.025,0.424
2019-12-08 04:00:00,13.179,7.932,7.639,222.639,1.046,1.96,0.1,0.024,0.396
2019-12-08 08:00:00,13.062,7.936,7.63,223.169,1.097,1.91,0.07,0.025,0.428
2019-12-08 12:00:00,13.189,7.92,7.741,222.981,1.034,1.82,0.08,0.023,0.378
2019-12-08 16:00:00,13.475,7.859,7.662,222.779,0.757,1.82,0.12,0.024,0.37
2019-12-08 20:00:00,13.379,7.911,7.572,223.489,1.001,1.88,0.11,0.0,0.0
2019-12-09 00:00:00,13.258,7.875,7.59,223.97,0.967,1.9,0.11,0.0,0.0
2019-12-09 04:00:00,13.127,7.855,7.529,223.106,0.949,1.9,0.08,0.0,0.0
2019-12-09 08:00:00,13.065,7.867,7.548,222.927,1.072,1.68,0.1,0.0,0.0
2019-12-09 12:00:00,13.071,7.877,7.623,222.511,1.067,1.88,0.06,0.025,0.415
2019-12-09 16:00:00,13.141,7.893,7.624,222.433,1.329,1.93,0.11,0.022,0.432
2019-12-09 20:00:00,13.111,7.904,7.622,223.107,1.066,1.22,0.08,0.024,0.412
2019-12-10 00:00:00,12.934,7.875,7.626,223.566,1.02,1.91,0.1,0.025,0.373
2019-12-10 04:00:00,12.821,7.906,7.49,223.46,1.015,1.93,0.09,0.023,0.363
2019-12-10 08:00:00,12.767,7.902,7.399,223.731,1.026,1.86,0.13,0.023,0.346
2019-12-10 12:00:00,12.829,7.897,7.283,223.608,1.149,1.94,0.12,0.025,0.364
2019-12-10 16:00:00,13.071,7.849,7.402,223.152,1.203,1.91,0.09,0.024,0.347
2019-12-10 20:00:00,13.102,7.86,7.441,224.399,1.0,1.82,0.1,0.024,0.337
2019-12-11 00:00:00,12.959,7.889,7.376,224.429,0.991,1.87,0.12,0.025,0.365
2019-12-11 04:00:00,12.818,7.894,7.395,223.861,1.043,1.91,0.11,0.025,0.384
2019-12-11 08:00:00,12.762,7.884,7.359,223.468,1.263,1.87,0.13,0.025,0.391
2019-12-11 12:00:00,12.804,7.897,7.478,223.263,0.955,1.92,0.09,0.024,0.371
2019-12-11 16:00:00,12.837,7.882,7.564,223.051,1.247,1.73,0.09,0.025,0.41
2019-12-11 20:00:00,12.745,7.884,7.576,224.276,1.163,2.14,0.1,0.023,0.374
2019-12-12 00:00:00,12.593,7.882,7.402,224.039,1.193,1.88,0.08,0.024,0.357
2019-12-12 04:00:00,12.419,7.902,7.462,223.487,0.972,1.87,0.08,0.025,0.356
2019-12-12 08:00:00,12.374,7.903,7.473,223.759,1.408,1.9,0.11,0.026,0.352
2019-12-12 12:00:00,12.53,7.895,7.283,224.05,1.489,0.84,0.1,0.024,0.357
2019-12-12 16:00:00,12.803,7.827,7.097,225.073,1.356,1.93,0.11,0.025,0.331
2019-12-12 20:00:00,12.809,7.849,7.374,225.307,1.047,1.98,0.11,0.024,0.417
2019-12-13 00:00:00,12.66,7.883,7.495,224.61,1.072,1.86,0.1,0.023,0.362
2019-12-13 04:00:00,12.563,7.887,7.696,224.184,1.171,1.88,0.04,0.025,0.354
2019-12-13 08:00:00,12.456,7.892,7.552,223.828,1.047,1.87,0.12,0.024,0.371
2019-12-13 12:00:00,12.569,7.882,7.624,223.623,0.838,1.86,0.12,0.022,0.367
2019-12-13 16:00:00,12.894,7.834,7.569,223.47,0.898,1.87,0.12,0.023,0.372
2019-12-13 20:00:00,12.917,7.858,7.592,224.795,1.005,0.68,0.08,0.024,0.377
2019-12-14 00:00:00,12.769,7.828,7.356,226.027,1.468,1.84,0.09,0.023,0.35
2019-12-14 04:00:00,12.612,7.828,7.363,224.781,1.338,1.83,0.11,0.024,0.338
2019-12-14 08:00:00,12.521,7.843,7.424,224.258,1.226,1.01,0.09,0.022,0.351
2019-12-14 12:00:00,12.554,7.965,7.796,224.069,2.37,1.89,0.11,0.023,0.382
2019-12-14 16:00:00,12.816,7.824,7.669,224.337,3.076,1.95,0.11,0.027,0.337
2019-12-14 20:00:00,12.775,7.767,7.69,224.801,11.602,2.05,0.09,0.04,0.133
2019-12-16 00:00:00,12.391,7.777,7.795,223.906,4.851,1.72,0.08,0.0,0.0
2019-12-16 04:00:00,12.217,7.829,7.735,223.812,2.923,2.08,0.07,0.0,0.0
2019-12-16 09:00:00,12.44,7.966,8.308,171.069,4.784,1.83,0.13,0.025,0.351
2019-12-16 12:00:00,12.261,7.839,7.88,223.63,3.443,2.03,0.11,0.026,0.407
2019-12-16 16:00:00,12.42,7.818,7.732,224.178,2.702,1.91,0.1,0.025,0.334
2019-12-16 20:00:00,12.364,7.773,7.416,224.617,2.262,1.87,0.11,0.026,0.351
2019-12-17 00:00:00,12.222,7.761,7.617,224.614,3.636,1.86,0.0,0.027,0.29
2019-12-17 04:00:00,12.153,7.781,7.688,224.127,2.823,1.95,0.04,0.026,0.36
2019-12-17 08:00:00,12.064,7.807,7.543,223.956,2.377,1.99,0.1,0.022,0.346
2019-12-17 12:00:00,12.235,7.768,7.596,223.963,2.27,1.79,0.12,0.023,0.345
2019-12-17 16:00:00,12.446,7.739,7.686,224.218,2.557,1.82,0.11,0.0,0.0
2019-12-17 20:00:00,12.408,7.745,7.45,224.74,2.137,1.88,0.09,0.0,0.0
2019-12-18 00:00:00,12.263,7.755,7.78,224.469,2.842,1.65,0.14,0.0,0.0
2019-12-18 04:00:00,12.102,7.751,7.765,224.51,3.099,2.13,0.1,0.0,0.0
2019-12-18 08:00:00,12.127,7.956,8.233,172.649,23.337,1.92,0.09,0.025,0.461
2019-12-18 12:00:00,12.09,7.825,7.592,224.111,2.229,1.82,0.09,0.026,0.366
2019-12-18 16:00:00,12.385,7.745,7.577,223.764,2.336,1.61,0.14,0.023,0.377
2019-12-18 20:00:00,12.328,7.785,7.615,224.605,4.823,2.18,0.1,0.0,0.0
2019-12-19 00:00:00,12.222,7.763,7.535,225.648,4.238,1.86,0.1,0.0,0.0
2019-12-19 04:00:00,12.106,7.765,7.376,225.248,2.792,1.93,0.09,0.0,0.0
2019-12-19 08:00:00,12.112,7.924,7.785,164.906,5.084,1.89,0.11,0.027,0.452
2019-12-19 12:00:00,12.033,7.811,7.675,224.593,2.426,1.91,0.1,0.025,0.415
2019-12-19 16:00:00,12.264,7.803,8.08,224.28,2.779,1.93,0.12,0.025,0.434
2019-12-19 20:00:00,12.24,7.821,7.55,225.012,2.263,1.89,0.1,0.024,0.411
2019-12-20 00:00:00,12.065,7.784,7.428,226.383,2.375,1.9,0.12,0.024,0.36
2019-12-20 04:00:00,11.888,7.781,7.41,225.202,2.306,1.84,0.1,0.026,0.4
2019-12-20 08:00:00,11.714,7.793,7.448,224.644,2.259,1.61,0.13,0.025,0.412
2019-12-20 12:00:00,11.862,7.789,7.836,224.381,2.244,1.78,0.09,0.022,0.416
2019-12-20 16:00:00,12.137,7.818,7.935,224.632,3.493,1.94,0.08,0.026,0.355
2019-12-20 20:00:00,12.12,7.771,7.803,225.003,3.016,1.64,0.11,0.0,0.0
2019-12-21 00:00:00,11.979,7.747,7.775,225.106,3.116,2.14,0.12,0.0,0.0
2019-12-21 04:00:00,11.83,7.781,7.629,224.673,2.636,1.83,0.1,0.0,0.0
2019-12-21 08:00:00,11.696,7.788,7.858,224.411,2.615,1.86,0.12,0.0,0.0
2019-12-21 12:00:00,11.823,7.816,7.827,224.205,2.436,1.87,0.15,0.0,0.0
2019-12-21 16:00:00,12.043,7.753,7.818,224.506,2.739,1.95,0.12,0.0,0.0
2019-12-21 20:00:00,12.223,7.877,7.929,160.535,9.341,1.88,0.14,0.026,0.415
2019-12-22 00:00:00,11.846,7.756,7.536,225.832,2.571,1.94,0.12,0.023,0.353
2019-12-22 04:00:00,11.68,7.736,7.598,224.999,3.166,1.89,0.12,0.026,0.313
2019-12-22 08:00:00,11.598,7.748,7.731,224.509,2.718,1.81,0.04,0.025,0.329
2019-12-22 12:00:00,11.683,7.748,7.81,224.456,2.075,1.8,0.11,0.024,0.334
2019-12-22 16:00:00,11.872,7.72,7.679,224.938,2.499,1.84,0.12,0.025,0.369
2019-12-22 20:00:00,11.827,7.703,7.599,224.937,2.695,1.82,0.1,0.025,0.348
2019-12-23 00:00:00,11.653,7.731,7.772,224.641,3.212,1.78,0.08,0.024,0.35
2019-12-23 04:00:00,11.505,7.712,7.729,224.763,3.012,1.58,0.11,0.025,0.331
2019-12-23 08:00:00,11.411,7.746,7.59,224.486,2.564,2.19,0.12,0.024,0.373
2019-12-23 12:00:00,11.582,7.749,7.732,224.273,2.581,1.85,0.13,0.025,0.361
2019-12-23 16:00:00,11.869,7.704,7.835,224.165,3.052,1.83,0.14,0.022,0.381
2019-12-23 20:00:00,11.962,7.697,7.744,224.313,2.318,1.84,0.13,0.023,0.365
2019-12-24 00:00:00,11.842,7.69,7.546,226.079,3.195,1.91,0.08,0.024,0.341
2019-12-24 04:00:00,11.697,7.674,7.405,226.034,2.579,1.61,0.13,0.024,0.359
2019-12-24 08:00:00,11.583,7.686,7.476,225.767,2.238,2.08,0.11,0.025,0.332
2019-12-24 12:00:00,11.66,7.674,7.637,225.291,2.287,0.28,0.05,0.025,0.338
2019-12-24 16:00:00,11.819,7.714,7.484,225.665,2.876,1.97,0.12,0.026,0.385
2019-12-24 20:00:00,11.779,7.689,7.766,225.217,2.704,1.9,0.1,0.027,0.369
2019-12-26 00:00:00,11.502,7.713,7.8,225.027,2.359,1.83,0.12,0.0,0.0
2019-12-26 04:00:00,11.359,7.71,7.806,225.165,2.27,1.75,0.1,0.0,0.0
2019-12-26 08:00:00,11.414,7.861,8.205,168.044,6.864,1.94,0.0,0.026,0.549
2019-12-26 12:00:00,11.378,7.741,7.924,225.271,2.132,1.86,0.06,0.026,0.562
2019-12-26 16:00:00,11.636,7.699,7.975,224.512,2.278,1.94,0.09,0.023,0.443
2019-12-26 20:00:00,11.599,7.694,7.947,225.694,2.933,2.04,0.1,0.025,0.399
2020-03-20 00:00:00,11.635,8.223,8.597,245.667,2.902,1.62,0.02,0.016,0.312
2020-03-20 04:00:00,11.441,8.219,8.484,245.845,2.742,1.58,0.05,0.017,0.349
2020-03-20 08:00:00,11.341,8.223,8.502,246.12,2.884,1.59,0.05,0.017,0.366
2020-03-20 12:00:00,11.64,8.226,8.591,245.364,2.778,1.87,0.06,0.017,0.31
2020-03-20 16:00:00,12.061,8.252,8.62,245.388,2.884,0.0,0.05,0.014,0.324
2020-03-20 20:00:00,11.898,8.269,8.759,244.908,3.194,0.0,0.05,0.018,0.339
